Section,Depth between samples (cm),position in section (mm),position in section (cm),Position in composite (cm),Composite depth (m),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Ca,Fe,Ti,TiD,Mo inc,Mo coh,Inc+Coh,Inc.Coh,,Ca (/inc+coh),Fe (/inc+coh),Ti (/inc+coh),Zr (/inc+coh),Rb (/inc+coh),Mn (/inc+coh),Sr (/inc+coh),K (/inc+coh),Si (/inc+coh),,SiTi,FeMn,Zr:Rb
BISH-BABOGAYA11-1A-1U-9B,0.02,124.2,12.42,741.93,7.4193,6.55,1,0.018357,-0.019443,0.006863,0.1074,16397,1.56,6419,73091,0.09143637,914.3637,16334,4183,20517,3.904852976,,0.312862504,3.562460399,0.09143637,0.037871034,0.022322952,0.047034167,0.087585904,0.047472827,0.00711605,,0.07782516,75.74196858,1.696506537
BISH-BABOGAYA11-1A-1U-9B,0.02,124.4,12.44,741.95,7.4195,6.54,1,0.018354,-0.019443,0.006898,0.1074,14887,1.45,4979,62514,0.081523078,815.23078,16163,4138,20301,3.905993233,,0.245258854,3.079355697,0.081523078,0.046106103,0.022166396,0.038618787,0.07812423,0.032806266,0.006206591,,0.076132931,79.73724542,2.079999969
BISH-BABOGAYA11-1A-1U-9B,0.02,124.6,12.46,741.97,7.4197,6.54,1,0.018351,-0.019443,0.006884,0.1074,15004,1.33,4654,64906,0.076510265,765.10265,16085,4226,20311,3.806199716,,0.229136921,3.195608291,0.076510265,0.039732165,0.026389641,0.039141352,0.081630643,0.039879868,0.005661957,,0.074002574,81.64276725,1.505597026
BISH-BABOGAYA11-1A-1U-9B,0.02,124.8,12.48,741.99,7.4199,6.54,1,0.018352,-0.019443,0.006948,0.1074,15325,1.39,4899,67173,0.083633493,836.33493,16151,4116,20267,3.923955296,,0.241722998,3.314402724,0.083633493,0.044703212,0.022351606,0.051314945,0.08353481,0.040459861,0.004539399,,0.054277286,64.58942369,2
BISH-BABOGAYA11-1A-1U-9B,0.02,125,12.5,742.01,7.4201,6.54,1,0.018353,-0.019443,0.006948,0.1074,15575,1.37,4320,68422,0.07884838,788.4838,16333,4403,20736,3.709516239,,0.208333333,3.299672068,0.07884838,0.045187114,0.027874228,0.050925926,0.077160494,0.035493827,0.004967207,,0.062996942,64.79356051,1.621107282
BISH-BABOGAYA11-1A-1U-9B,0.02,125.2,12.52,742.03,7.4203,6.54,1,0.018354,-0.019443,0.006967,0.1074,15335,1.35,3830,66616,0.080031973,800.31973,15904,4113,20017,3.866763919,,0.191337363,3.327971224,0.080031973,0.038167558,0.023879702,0.045461358,0.083628915,0.035319978,0.002547834,,0.031835206,73.20439535,1.598326395
BISH-BABOGAYA11-1A-1U-9B,0.02,125.4,12.54,742.05,7.4205,6.54,1,0.018355,-0.019443,0.006931,0.1074,15501,1.33,3695,68789,0.079325484,793.25484,15723,4321,20044,3.638741032,,0.184344442,3.43189982,0.079325484,0.039862303,0.029435242,0.046946717,0.090251447,0.03098184,0.002294951,,0.028930818,73.10201947,1.354237312
BISH-BABOGAYA11-1A-1U-9B,0.02,125.6,12.56,742.07,7.4207,6.54,1,0.018356,-0.019443,0.006951,0.1074,15670,1.38,4182,70001,0.090538574,905.38574,16300,4310,20610,3.781902552,,0.202911208,3.39645803,0.090538574,0.044881126,0.0284328,0.050800582,0.076322174,0.036923823,0.002523047,,0.027867095,66.85864406,1.578498284
BISH-BABOGAYA11-1A-1U-9B,0.02,125.8,12.58,742.09,7.4209,6.54,1,0.018354,-0.019443,0.006951,0.1074,16160,1.56,4858,75999,0.106097193,1060.97193,15665,4213,19878,3.718253026,,0.244390784,3.823271959,0.106097193,0.053526512,0.02862461,0.050206258,0.079082403,0.04406882,0.003823322,,0.036036036,76.15130287,1.869947294
BISH-BABOGAYA11-1A-1U-9B,0.02,126,12.6,742.11,7.4211,6.53,1,0.018352,-0.019443,0.006982,0.1074,16339,1.45,5106,78836,0.100873831,1008.73831,15380,4189,19569,3.671520649,,0.260922888,4.02861669,0.100873831,0.057744392,0.028718892,0.05309418,0.08089325,0.050181409,0.005416731,,0.053698075,75.87680401,2.010676178
BISH-BABOGAYA11-1A-1U-9B,0.02,126.2,12.62,742.13,7.4213,6.53,1,0.018353,-0.019443,0.006953,0.1074,16492,1.42,5394,79633,0.104828866,1048.28866,16061,4420,20481,3.633710407,,0.263366047,3.888140228,0.104828866,0.054489527,0.029539573,0.056540208,0.07509399,0.049460476,0.004345491,,0.04145319,68.76770294,1.84462812
BISH-BABOGAYA11-1A-1U-9B,0.02,126.4,12.64,742.15,7.4215,6.53,1,0.018353,-0.019443,0.006942,0.1074,16756,1.44,6130,81714,0.107511411,1075.11411,15806,4350,20156,3.633563218,,0.304127803,4.05407819,0.107511411,0.045792816,0.029569359,0.072534233,0.094959317,0.052093669,0.006350466,,0.059067836,55.89192885,1.548657717
BISH-BABOGAYA11-1A-1U-9B,0.02,126.6,12.66,742.17,7.4217,6.53,1,0.018354,-0.019443,0.006877,0.1074,16870,1.48,6236,80756,0.106697933,1066.97933,15934,4535,20469,3.513561191,,0.304655821,3.945283111,0.106697933,0.0492452,0.02652792,0.061409937,0.079339489,0.051834481,0.005960233,,0.055860806,64.24502782,1.856353608
BISH-BABOGAYA11-1A-1U-9B,0.02,126.8,12.68,742.19,7.4219,6.53,1,0.018355,-0.019443,0.006841,0.1074,17079,1.42,5772,83132,0.113615522,1136.15522,16332,4387,20719,3.722817415,,0.278584874,4.012355809,0.113615522,0.051981273,0.029055456,0.051691684,0.080650611,0.051933008,0.005550461,,0.048853016,77.62091498,1.789036558
BISH-BABOGAYA11-1A-1U-9B,0.02,127,12.7,742.21,7.4221,6.52,1,0.018356,-0.019443,0.006863,0.1074,17354,1.46,5808,84994,0.120575014,1205.75014,16787,4569,21356,3.67410812,,0.271961041,3.979865143,0.120575014,0.044999063,0.023506275,0.056799026,0.076559281,0.055019667,0.006087282,,0.050485437,70.06924983,1.914342574
BISH-BABOGAYA11-1A-1U-9B,0.02,127.2,12.72,742.23,7.4223,6.52,1,0.018357,-0.019443,0.006911,0.1074,17318,1.38,5944,83881,0.110106358,1101.06358,16946,4397,21343,3.853991358,,0.278498805,3.93014103,0.110106358,0.046713208,0.024926205,0.058988896,0.078854894,0.053647566,0.005013353,,0.045531915,66.6250989,1.874060171
BISH-BABOGAYA11-1A-1U-9B,0.02,127.4,12.74,742.25,7.4225,6.51,1,0.018359,-0.019443,0.006931,0.1074,17596,1.77,6326,85997,0.107638889,1076.38889,16932,4668,21600,3.627249357,,0.29287037,3.981342593,0.107638889,0.043472222,0.02337963,0.059814815,0.081574074,0.052685185,0.007175926,,0.066666667,66.56114531,1.859405902
BISH-BABOGAYA11-1A-1U-9B,0.02,127.6,12.76,742.27,7.4227,6.51,1,0.018354,-0.019443,0.006969,0.1074,17720,1.61,6479,86601,0.107100429,1071.00429,17257,4629,21886,3.728019011,,0.296033994,3.956913095,0.107100429,0.051676871,0.029516586,0.051265649,0.087133327,0.050534588,0.007447683,,0.069539249,77.18449239,1.750773989
BISH-BABOGAYA11-1A-1U-9B,0.02,127.8,12.78,742.29,7.4229,6.51,1,0.018353,-0.019443,0.006921,0.1074,17757,1.43,6437,85807,0.107258354,1072.58354,17328,4936,22264,3.510534846,,0.289121452,3.85406935,0.107258354,0.048059648,0.026545095,0.056683435,0.085429393,0.053763924,0.007500898,,0.069932998,67.99286864,1.810490714
BISH-BABOGAYA11-1A-1U-9B,0.02,128,12.8,742.31,7.4231,6.51,1,0.018351,-0.019443,0.0069,0.1074,17769,1.57,6522,86110,0.096644418,966.44418,17055,4819,21874,3.539115999,,0.298162202,3.936637103,0.096644418,0.050470879,0.029578495,0.05449392,0.089329798,0.055773978,0.007588918,,0.078524125,72.23993251,1.706336952
BISH-BABOGAYA11-1A-1U-9B,0.02,128.2,12.82,742.33,7.4233,6.51,1,0.018356,-0.019443,0.006953,0.1074,17772,1.41,6330,86825,0.104311097,1043.11097,17250,4531,21781,3.807106599,,0.290620265,3.986272439,0.104311097,0.045682016,0.02713374,0.058261788,0.0836968,0.051375052,0.007070382,,0.06778169,68.42001552,1.68358715
BISH-BABOGAYA11-1A-1U-9B,0.02,128.4,12.84,742.35,7.4235,6.51,1,0.018356,-0.019443,0.00703,0.1074,17657,1.4,6313,85280,0.105224157,1052.24157,17010,4582,21592,3.712352684,,0.292376806,3.949610967,0.105224157,0.052334198,0.029733235,0.060161171,0.082021119,0.053816228,0.006159689,,0.058538732,65.65050017,1.760124588
BISH-BABOGAYA11-1A-1U-9B,0.02,128.6,12.86,742.37,7.4237,6.51,1,0.018354,-0.019443,0.006989,0.1074,17578,1.49,6671,83481,0.104287157,1042.87157,17191,4595,21786,3.741240479,,0.30620582,3.8318645,0.104287157,0.082989076,0.028275039,0.054346828,0.086569356,0.052005875,0.007022859,,0.067341549,70.50760166,2.935064953
BISH-BABOGAYA11-1A-1U-9B,0.02,128.8,12.88,742.39,7.4239,6.51,1,0.018353,-0.019443,0.006919,0.1074,17597,1.46,6554,84165,0.108270538,1082.70538,16938,4693,21631,3.609205199,,0.302991078,3.890943553,0.108270538,0.050852943,0.031251445,0.057371365,0.085571633,0.054089039,0.007535481,,0.069598634,67.8203064,1.627218933
BISH-BABOGAYA11-1A-1U-9B,0.02,129,12.9,742.41,7.4241,6.51,1,0.018353,-0.019443,0.006947,0.1074,17771,1.46,6798,87333,0.111843021,1118.43021,16801,4756,21557,3.532590412,,0.315350002,4.051259452,0.111843021,0.055480818,0.029549566,0.058078582,0.089483694,0.056872478,0.00719024,,0.064288677,69.75479277,1.877551027
BISH-BABOGAYA11-1A-1U-9B,0.02,129.2,12.92,742.43,7.4243,6.52,1,0.018352,-0.019443,0.006924,0.1074,17771,1.5,6824,87710,0.113675052,1136.75052,16652,4496,21148,3.703736655,,0.322678267,4.14743711,0.113675052,0.051446945,0.03239077,0.060336675,0.082986571,0.060525818,0.008085871,,0.071131448,68.73824436,1.588321148
BISH-BABOGAYA11-1A-1U-9B,0.02,129.4,12.94,742.45,7.4245,6.52,1,0.018351,-0.019443,0.006885,0.1074,17709,1.37,6973,86773,0.112227338,1122.27338,17013,4488,21501,3.790775401,,0.324310497,4.035765778,0.112227338,0.044370029,0.02776615,0.057485698,0.090228361,0.05646249,0.007627552,,0.067965189,70.20469297,1.597989963
BISH-BABOGAYA11-1A-1U-9B,0.02,129.6,12.96,742.47,7.4247,6.52,1,0.018349,-0.019443,0.006864,0.1074,17754,1.72,6797,86983,0.115034803,1150.34803,16915,4635,21550,3.649406688,,0.315406032,4.036334107,0.115034803,0.045197216,0.024315545,0.066635731,0.086450116,0.05262181,0.006867749,,0.059701493,60.57311965,1.858778654
BISH-BABOGAYA11-1A-1U-9B,0.02,129.8,12.98,742.49,7.4249,6.52,1,0.018354,-0.019443,0.006704,0.1074,17769,1.49,6960,88014,0.114000576,1140.00576,16456,4386,20842,3.751937984,,0.333941081,4.222915267,0.114000576,0.040399194,0.026341042,0.075088763,0.093800979,0.057863929,0.006189425,,0.054292929,56.23897769,1.533697642
BISH-BABOGAYA11-1A-1U-9B,0.02,130,13,742.51,7.4251,6.52,1,0.018354,-0.019443,0.006737,0.1074,17779,1.47,7382,88331,0.109583847,1095.83847,16557,4541,21098,3.646113191,,0.349890985,4.186700161,0.109583847,0.051474073,0.027775145,0.063133946,0.089202768,0.055028913,0.007204474,,0.065743945,66.31456493,1.853242278
BISH-BABOGAYA11-1A-1U-9B,0.02,130.2,13.02,742.53,7.4253,6.52,1,0.018354,-0.019443,0.006737,0.1074,17791,1.47,7535,89018,0.119548511,1195.48511,16302,4518,20820,3.608233732,,0.361911623,4.275600384,0.119548511,0.047646494,0.025408261,0.06753122,0.091642651,0.055571566,0.007204611,,0.060265167,63.3129445,1.875236326
BISH-BABOGAYA11-1A-1U-9B,0.02,130.4,13.04,742.55,7.4255,6.52,1,0.018356,-0.019443,0.006912,0.1074,17642,1.4,7240,88354,0.12169209,1216.9209,16043,4476,20519,3.584226988,,0.352843706,4.305960329,0.12169209,0.049417613,0.028705103,0.066816122,0.086895073,0.061357766,0.008967299,,0.073688426,64.44493036,1.721561947
BISH-BABOGAYA11-1A-1U-9B,0.02,130.6,13.06,742.57,7.4257,6.52,1,0.018356,-0.019443,0.006957,0.1074,17564,1.38,7440,86800,0.118149061,1181.49061,16541,4551,21092,3.634585805,,0.352740375,4.115304381,0.118149061,0.048264745,0.028351982,0.066328466,0.083681016,0.05376446,0.007822871,,0.066211878,62.04431716,1.702341127
BISH-BABOGAYA11-1A-1U-9B,0.02,130.8,13.08,742.59,7.4259,6.53,1,0.018357,-0.019443,0.006978,0.1074,17830,1.57,7568,89864,0.119860561,1198.60561,16471,4470,20941,3.684787472,,0.361396304,4.29129459,0.119860561,0.044983525,0.02736259,0.061697149,0.092115945,0.054199895,0.009502889,,0.079282869,69.55417972,1.64397906
BISH-BABOGAYA11-1A-1U-9B,0.02,131,13.1,742.61,7.4261,6.53,1,0.018353,-0.019443,0.006922,0.1074,17614,1.41,7442,87673,0.116740512,1167.40512,16289,4475,20764,3.64,,0.358408784,4.222356001,0.116740512,0.05037565,0.029666731,0.064053169,0.089722597,0.053939511,0.00866885,,0.074257426,65.91954882,1.698051936
BISH-BABOGAYA11-1A-1U-9B,0.02,131.2,13.12,742.63,7.4263,6.53,1,0.018354,-0.019443,0.006903,0.1074,17705,1.44,7588,89336,0.120772947,1207.72947,16008,4485,20493,3.569230769,,0.370272776,4.359342214,0.120772947,0.043527058,0.025130532,0.068267213,0.086370956,0.054847997,0.008881081,,0.073535354,63.85704092,1.73203886
BISH-BABOGAYA11-1A-1U-9B,0.02,131.4,13.14,742.65,7.4265,6.53,1,0.018353,-0.019443,0.006914,0.1074,17805,1.47,7691,89776,0.116198024,1161.98024,16273,4674,20947,3.481600342,,0.367164749,4.285864324,0.116198024,0.045066119,0.02248532,0.06650117,0.086599513,0.054327589,0.009595646,,0.082580115,64.44795368,2.004246282
BISH-BABOGAYA11-1A-1U-9B,0.02,131.6,13.16,742.67,7.4267,6.53,1,0.018354,-0.019443,0.006904,0.1074,17958,1.49,7743,90366,0.116708019,1167.08019,16824,4537,21361,3.70817721,,0.36248303,4.230419924,0.116708019,0.047282431,0.02925893,0.071719489,0.088385375,0.054257759,0.007162586,,0.061371841,58.98563951,1.616000004
BISH-BABOGAYA11-1A-1U-9B,0.02,131.8,13.18,742.69,7.4269,6.54,1,0.018352,-0.019443,0.006889,0.1074,18018,1.68,7427,90158,0.114379391,1143.79391,16744,4606,21350,3.635258359,,0.347868852,4.222857143,0.114379391,0.044309133,0.022810304,0.071522248,0.0864637,0.054894614,0.00763466,,0.066748567,59.04256733,1.94250515
BISH-BABOGAYA11-1A-1U-9B,0.02,132,13.2,742.71,7.4271,6.54,1,0.018355,-0.019443,0.006938,0.1074,18007,1.53,7282,89448,0.100155729,1001.55729,17691,4784,22475,3.697951505,,0.324004449,3.979888765,0.100155729,0.044226919,0.02567297,0.064471635,0.080889878,0.051612903,0.006985539,,0.069746779,61.730849,1.722703645
BISH-BABOGAYA11-1A-1U-9B,0.02,132.2,13.22,742.73,7.4273,6.54,1,0.018356,-0.019443,0.006978,0.1074,17995,1.47,7152,88529,0.109425539,1094.25539,17305,4646,21951,3.724709427,,0.325816591,4.033028108,0.109425539,0.045920459,0.02660471,0.069655141,0.088606442,0.051432737,0.007334518,,0.067027477,57.89993459,1.726027421
BISH-BABOGAYA11-1A-1U-9B,0.02,132.4,13.24,742.75,7.4275,6.54,1,0.018354,-0.019443,0.006998,0.1074,17833,1.43,7704,85930,0.105894151,1058.94151,17085,4852,21937,3.521228359,,0.351187491,3.917126316,0.105894151,0.047226148,0.025117382,0.062086885,0.088024798,0.053744815,0.007202443,,0.068015497,63.09104275,1.880217771
BISH-BABOGAYA11-1A-1U-9B,0.02,132.6,13.26,742.77,7.4277,6.54,1,0.018354,-0.019443,0.006838,0.1074,17798,1.41,8168,85552,0.105613361,1056.13361,17439,4954,22393,3.520185709,,0.364756844,3.820479614,0.105613361,0.051533962,0.02858036,0.062698165,0.084401375,0.051757246,0.007636315,,0.07230444,60.93447255,1.803125013
BISH-BABOGAYA11-1A-1U-9B,0.02,132.8,13.28,742.79,7.4279,6.54,1,0.018355,-0.019443,0.006817,0.1074,17991,1.45,7579,86693,0.105686965,1056.86965,17237,4620,21857,3.730952381,,0.3467539,3.966372329,0.105686965,0.046209452,0.032987144,0.060575559,0.090039804,0.04803953,0.006496774,,0.061471861,65.47809702,1.400832154
BISH-BABOGAYA11-1A-1U-9B,0.02,133,13.3,742.81,7.4281,6.55,1,0.018354,-0.019443,0.006863,0.1074,18117,1.46,7388,87823,0.109906358,1099.06358,17427,4892,22319,3.562346688,,0.331018415,3.934898517,0.109906358,0.046373045,0.023522559,0.062323581,0.083381872,0.049867826,0.007840853,,0.071341215,63.13659218,1.971428576
BISH-BABOGAYA11-1A-1U-9B,0.02,133.2,13.32,742.83,7.4283,6.55,1,0.018353,-0.019443,0.006922,0.1074,18047,1.44,7324,87075,0.10639749,1063.9749,17380,4613,21993,3.767613267,,0.33301505,3.959214295,0.10639749,0.051198108,0.026417496,0.061383167,0.088255354,0.049061065,0.008957396,,0.084188034,64.50000038,1.938037882
BISH-BABOGAYA11-1A-1U-9B,0.02,133.4,13.34,742.85,7.4285,6.55,1,0.018352,-0.019443,0.006901,0.1074,18034,1.52,7449,86647,0.105656493,1056.56493,17469,4877,22346,3.581915112,,0.33334825,3.877517229,0.105656493,0.051105343,0.026716191,0.060816253,0.087577195,0.047838539,0.007070617,,0.066920796,63.75791072,1.9128978
BISH-BABOGAYA11-1A-1U-9B,0.02,133.6,13.36,742.87,7.4287,6.55,1,0.018353,-0.019443,0.006879,0.1074,17932,1.55,7184,85607,0.102558358,1025.58358,17707,4612,22319,3.839332177,,0.32187822,3.835610914,0.102558358,0.043595143,0.022760876,0.058470362,0.085890945,0.052152874,0.00891617,,0.086937527,65.59923323,1.915354356
BISH-BABOGAYA11-1A-1U-9B,0.02,133.8,13.38,742.89,7.4289,6.55,1,0.018355,-0.019443,0.006924,0.1074,17895,1.48,7288,85235,0.101645649,1016.45649,17479,4883,22362,3.579561745,,0.325910026,3.811600036,0.101645649,0.047938467,0.027144263,0.063858331,0.084652536,0.04749128,0.007423307,,0.073031236,59.68837544,1.766062575
BISH-BABOGAYA11-1A-1U-9B,0.02,134,13.4,742.91,7.4291,6.55,1,0.018354,-0.019443,0.006937,0.1074,17957,1.52,7091,86233,0.110193338,1101.93338,17369,4665,22034,3.723258307,,0.321820822,3.913633476,0.110193338,0.043342108,0.022329128,0.060452029,0.093764183,0.05541436,0.007488427,,0.067957166,64.73948916,1.941056901
BISH-BABOGAYA11-1A-1U-9B,0.02,134.2,13.42,742.93,7.4293,6.55,1,0.018352,-0.019443,0.006901,0.1074,18091,1.44,7344,87013,0.104516692,1045.16692,17870,5045,22915,3.542120912,,0.320488763,3.79720707,0.104516692,0.046956142,0.030547676,0.059131573,0.085926249,0.05092734,0.00754964,,0.07223382,64.21623639,1.537142858
BISH-BABOGAYA11-1A-1U-9B,0.02,134.4,13.44,742.95,7.4295,6.55,1,0.018352,-0.019443,0.006931,0.1074,17993,1.45,7106,86510,0.101553166,1015.53166,17896,4703,22599,3.805230704,,0.314438692,3.828045489,0.101553166,0.04522324,0.019337139,0.05911766,0.08349927,0.049338466,0.00699146,,0.068845316,64.7529941,2.338672748
BISH-BABOGAYA11-1A-1U-9B,0.02,134.6,13.46,742.97,7.4297,6.55,1,0.018354,-0.019443,0.006931,0.1074,17826,1.39,7229,84951,0.111990484,1119.90484,17086,4773,21859,3.579719254,,0.330710463,3.886316849,0.111990484,0.0477149,0.024429297,0.060021044,0.085548287,0.048950089,0.006450432,,0.057598039,64.74923777,1.953183507
BISH-BABOGAYA11-1A-1U-9B,0.02,134.8,13.48,742.99,7.4299,6.55,1,0.018355,-0.019443,0.006968,0.1074,18172,1.37,7178,89242,0.115977366,1159.77366,17232,4505,21737,3.825083241,,0.330220362,4.105534342,0.115977366,0.043198233,0.02764871,0.062106086,0.086626489,0.052307126,0.007360721,,0.063466878,66.1051856,1.562395967
BISH-BABOGAYA11-1A-1U-9B,0.02,135,13.5,743.01,7.4301,6.56,1,0.018356,-0.019443,0.006984,0.1074,18243,1.4,7217,89453,0.111041602,1110.41602,17682,4697,22379,3.764530551,,0.322489834,3.997184861,0.111041602,0.049197909,0.022655168,0.058179543,0.086867152,0.052281156,0.007819831,,0.070422535,68.70430146,2.171597624
BISH-BABOGAYA11-1A-1U-9B,0.02,135.2,13.52,743.03,7.4303,6.56,1,0.018356,-0.019443,0.006984,0.1074,17785,1.4,6896,85377,0.104861299,1048.61299,17413,4721,22134,3.688413472,,0.311556881,3.857278395,0.104861299,0.047664227,0.024487214,0.053989338,0.08430469,0.052905033,0.008177465,,0.077983628,71.44518784,1.946494485
BISH-BABOGAYA11-1A-1U-9B,0.02,135.4,13.54,743.05,7.4305,6.56,1,0.018354,-0.019443,0.007004,0.1074,18132,1.56,7039,88571,0.100350846,1003.50846,17474,4758,22232,3.672551492,,0.316615689,3.983942065,0.100350846,0.045699892,0.027887729,0.05811443,0.078895286,0.053526448,0.006792012,,0.067682654,68.55340515,1.638709699
BISH-BABOGAYA11-1A-1U-9B,0.02,135.6,13.56,743.07,7.4307,6.56,1,0.018355,-0.019443,0.007016,0.1074,17988,1.63,7307,85714,0.098700951,987.00951,17657,4744,22401,3.721964587,,0.326190795,3.826347038,0.098700951,0.041605285,0.028525512,0.054104727,0.087897862,0.049417437,0.008660328,,0.087743103,70.72112272,1.458528948
BISH-BABOGAYA11-1A-1U-9B,0.02,135.8,13.58,743.09,7.4309,6.56,1,0.018356,-0.019443,0.007016,0.1074,17912,1.49,7169,85048,0.107254237,1072.54237,17375,4750,22125,3.657894737,,0.324022599,3.843977401,0.107254237,0.046960452,0.026305085,0.055141243,0.091887006,0.050485876,0.007186441,,0.067003793,69.71147533,1.785223351
BISH-BABOGAYA11-1A-1U-9B,0.02,136,13.6,743.11,7.4311,6.56,1,0.018356,-0.019443,0.007032,0.1074,17943,1.55,7002,86103,0.108463548,1084.63548,17268,4555,21823,3.790998902,,0.320854145,3.945516199,0.108463548,0.047381203,0.031526371,0.06387756,0.08839298,0.050405535,0.009072996,,0.08365019,61.76685833,1.502906979
BISH-BABOGAYA11-1A-1U-9B,0.02,136.2,13.62,743.13,7.4313,6.57,1,0.018354,-0.019443,0.007062,0.1074,17970,1.46,6953,86237,0.108847234,1088.47234,17310,4776,22086,3.624371859,,0.314814815,3.904600199,0.108847234,0.05288418,0.025989314,0.059585258,0.083672915,0.053291678,0.008829123,,0.081114809,65.52963485,2.034843244
BISH-BABOGAYA11-1A-1U-9B,0.02,136.4,13.64,743.15,7.4315,6.57,1,0.018355,-0.019443,0.007074,0.1074,18231,1.5,7104,88334,0.109644216,1096.44216,17552,4793,22345,3.662007094,,0.317923473,3.953188633,0.109644216,0.043902439,0.025688073,0.061356008,0.089863504,0.053479526,0.006847169,,0.06244898,64.43034288,1.709059259
BISH-BABOGAYA11-1A-1U-9B,0.02,136.6,13.66,743.17,7.4317,6.57,1,0.018354,-0.019443,0.007074,0.1074,18350,1.53,7680,89128,0.116923625,1169.23625,17570,4872,22442,3.606321839,,0.342215489,3.971482043,0.116923625,0.040682649,0.022992603,0.063006862,0.092059531,0.055164424,0.007396845,,0.063262195,63.03253196,1.769379874
BISH-BABOGAYA11-1A-1U-9B,0.02,136.8,13.68,743.19,7.4319,6.57,1,0.018354,-0.019443,0.007072,0.1074,18401,1.52,7717,90073,0.107998575,1079.98575,17655,4799,22454,3.678891436,,0.343680413,4.011445622,0.107998575,0.042353256,0.033134408,0.059365815,0.087245034,0.054288768,0.007303821,,0.067628866,67.5716424,1.278225825
BISH-BABOGAYA11-1A-1U-9B,0.02,137,13.7,743.21,7.4321,6.57,1,0.018353,-0.019443,0.00709,0.1074,17885,1.49,6608,86050,0.107930211,1079.30211,17310,4871,22181,3.553685075,,0.297912628,3.879446373,0.107930211,0.052838015,0.03043145,0.058834137,0.092286191,0.056084036,0.009287228,,0.086048454,65.93869768,1.736296332
BISH-BABOGAYA11-1A-1U-9B,0.02,137.2,13.72,743.23,7.4323,6.57,1,0.018351,-0.019443,0.007041,0.1074,17891,1.38,6470,86029,0.107516132,1075.16132,17237,4769,22006,3.614384567,,0.294010724,3.909342906,0.107516132,0.044487867,0.02744706,0.057120785,0.091293284,0.050713442,0.008497682,,0.079036348,68.43993664,1.620860923
BISH-BABOGAYA11-1A-1U-9B,0.02,137.4,13.74,743.25,7.4325,6.58,1,0.018351,-0.019443,0.007022,0.1074,17924,1.49,6777,86496,0.106438002,1064.38002,17278,4763,22041,3.627545664,,0.307472438,3.924322853,0.106438002,0.049090332,0.026677555,0.06079579,0.085159476,0.051721791,0.008393449,,0.07885763,64.54925338,1.840136099
BISH-BABOGAYA11-1A-1U-9B,0.02,137.6,13.76,743.27,7.4327,6.58,1,0.018356,-0.019443,0.006985,0.1074,17984,1.26,7043,86410,0.104844212,1048.44212,17274,4711,21985,3.666737423,,0.320354787,3.930407096,0.104844212,0.054810098,0.03174892,0.07373209,0.091107573,0.052581305,0.007823516,,0.07462039,53.30660091,1.726361023
BISH-BABOGAYA11-1A-1U-9B,0.02,137.8,13.78,743.29,7.4329,6.58,1,0.018357,-0.019443,0.006968,0.1074,18409,1.52,6752,90361,0.101628374,1016.28374,17567,4848,22415,3.623556106,,0.301226857,4.031273701,0.101628374,0.046486728,0.027570823,0.066205666,0.09020745,0.047735891,0.007361142,,0.072431958,60.89016159,1.686084162
BISH-BABOGAYA11-1A-1U-9B,0.02,138,13.8,743.31,7.4331,6.58,1,0.018358,-0.019443,0.006946,0.1074,18021,1.66,6853,86968,0.100856414,1008.56414,17261,4691,21952,3.679599233,,0.312181122,3.961734694,0.100856414,0.043777332,0.027560131,0.06423105,0.083545918,0.051658163,0.005922012,,0.058717254,61.67943221,1.58842975
BISH-BABOGAYA11-1A-1U-9B,0.02,138.2,13.82,743.33,7.4333,6.58,1,0.018355,-0.019443,0.006946,0.1074,17471,1.48,6333,81820,0.09276932,927.6932,17423,5106,22529,3.412260086,,0.281104354,3.631763505,0.09276932,0.043321941,0.028319055,0.059434507,0.082959741,0.048914732,0.006302987,,0.067942584,61.10530209,1.529780602
BISH-BABOGAYA11-1A-1U-9B,0.02,138.4,13.84,743.35,7.4335,6.58,1,0.018355,-0.019443,0.006898,0.1074,17301,1.47,6062,79085,0.095566059,955.66059,17523,4692,22215,3.734654731,,0.272878686,3.559981994,0.095566059,0.047175332,0.024668017,0.061174882,0.07963088,0.04316903,0.006662165,,0.069712671,58.19352449,1.912408768
BISH-BABOGAYA11-1A-1U-9B,0.02,138.6,13.86,743.37,7.4337,6.58,1,0.018356,-0.019443,0.006876,0.1074,17046,1.52,6540,76165,0.085030368,850.30368,17674,4718,22392,3.746078847,,0.292068596,3.401438014,0.085030368,0.045060736,0.025991426,0.058860307,0.075830654,0.042247231,0.005091104,,0.05987395,57.78831588,1.733676944
BISH-BABOGAYA11-1A-1U-9B,0.02,138.8,13.88,743.39,7.4339,6.58,1,0.018356,-0.019443,0.006847,0.1074,17461,1.51,6069,81453,0.093943252,939.43252,17326,4666,21992,3.713244749,,0.275963987,3.703755911,0.093943252,0.044152419,0.028328483,0.055929429,0.078119316,0.045152783,0.006047654,,0.064375605,66.22195108,1.558587482
BISH-BABOGAYA11-1A-1U-9B,0.02,139,13.9,743.41,7.4341,6.58,1,0.018355,-0.019443,0.00699,0.1074,17466,1.44,6375,82014,0.097507929,975.07929,17400,4670,22070,3.725910064,,0.288853647,3.716085184,0.097507929,0.045129135,0.028454916,0.059220662,0.081785229,0.045355686,0.007793385,,0.079925651,62.74980823,1.585987286
